FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DL;UL;DJ;UJ;DTH;UTH;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_OPERATOR;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1)
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:28:49.086000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:28:56.760000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:29:01.985000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:29:06.077000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:29:35.747000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:29:46.746000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:29:50.916000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:29:54.598000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-06 12:30:02.155000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:07.177000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:10.863000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:14.922000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:29.700000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:33.315000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:39.807000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:27:59.571000;531676607;0;0;2740959,88;4240479,56;344024,0524;64876,71601;4;4;3G;HSPA;63601;-65;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:51.982000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:30:56.613000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:31:20.317000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-06 12:31:52.658000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:32:01.689000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:32:07.012000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-06 12:32:12.307000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-06 12:33:38.936000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-06 12:32:12.307000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:33:38.297000;180170373;0;0;530062,16;1792024,36;800568,4655;603124,6813;5;5;3G;HSPAP;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-06 12:34:19.990000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:34:15.115000;256784093,2;0;0;372895,2;2432302,5;1350784,185;976053,4844;4;4;2G;EDGE;63601;-73;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-06 12:35:20.512000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-08-06 12:34:15.115000;256784093,2;0;0;372895,2;2432302,5;1350784,185;976053,4844;4;4;2G;EDGE;63601;-73;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-06 18:40:15.123000;29e9f01b-1a8f-45d5-b16e-5725421c70ff;2019-08-06 18:41:35.531000;293271464,5;0;0;1782511,4;3442382,1;674697,4662;55220,28805;5;5;3G;HSPAP;63601;-93;5;False;False;False;False;False;-Inf;-2147483648
SKYPE___GENERAL___MOS;1;2019-08-06 18:40:24.879000;29e9f01b-1a8f-45d5-b16e-5725421c70ff;2019-08-06 18:41:35.531000;293271464,5;0;0;1782511,4;3442382,1;674697,4662;55220,28805;5;5;3G;HSPAP;63601;-93;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:27:10.482000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:05.282000;3156560625;0,179775281;0,11;5939977,973;43632025,19;817166,3575;29079,73808;5;1;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:27:15.621000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:05.282000;3156560625;0,179775281;0,11;5939977,973;43632025,19;817166,3575;29079,73808;5;1;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:27:20.392000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:05.282000;3156560625;0,179775281;0,11;5939977,973;43632025,19;817166,3575;29079,73808;5;1;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:27:24.819000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:05.282000;3156560625;0,179775281;0,11;5939977,973;43632025,19;817166,3575;29079,73808;5;1;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:27:28.725000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:05.282000;3156560625;0,179775281;0,11;5939977,973;43632025,19;817166,3575;29079,73808;5;1;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:27:32.899000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:27:38.434000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:27:42.841000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:27:49.418000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:27:54.371000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:28:01.100000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:29:49.137000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:29:58.790000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:04.538000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-07 10:30:09.982000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:27:53.154000;1007626199;0,01;0;5856268,485;16599555,76;3302108,469;199539,6195;4;4;3G;HSPAP;63601;-85;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:15.333000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:39.180000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-07 10:30:42.934000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-07 10:30:42.934000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:46.433000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:49.612000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:52.807000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:56.205000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:30:59.587000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:03.577000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:07.516000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:10.728000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:13.957000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:17.271000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:25.403000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:30.273000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:35.785000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:39.554000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:42.817000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:46.638000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:50.011000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:53.976000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:31:59.200000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:03.494000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:06.977000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:10.580000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:13.926000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:17.325000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:21.399000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:24.546000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:27.638000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:27.638000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:31.306000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:35.160000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:38.697000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:42.008000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:45.255000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:48.466000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:52.219000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:55.432000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:32:59.033000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:33:02.973000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:33:06.607000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-07 10:33:09.753000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:32:31.975000;907181927;0;0;4371630,5;14557120,04;2264509,739;26625,69164;5;4;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:39:24.003000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-07 10:40:06.017000;ea8e3817-6329-408e-8b03-71e7dac3e412;2019-08-07 10:41:25.518000;525273326,2;0;0;1280901,76;9609434,52;639770,7105;36399,57543;4;1;3G;HSPAP;63601;-96;4;False;False;False;False;False;-Inf;-2147483648
